type,prompt,action1,tag,treatment,location,casualty_name,casualty_age,casualty_sex,casualty_rank,injury_type,injury_severity,injury_location,mission,denial,risktol,timeurg
SelectTreatment,"You decide to treat casualty B first, which treatment do you apply?",CHECK_ALL_VITALS,None,None,None,casualty-B,25,M,MARINE,SHRAPNEL,.25,LEFT_SIDE,4,2,2,2
SelectTreatment,"You decide to treat casualty B first, which treatment do you apply?",APPLY_TREATMENT,None,PRESSURE_BANDAGE,LEFT_SIDE,casualty-B,25,M,MARINE,SHRAPNEL,.25,LEFT_SIDE,0,2,7,2
SelectTreatment,"You decide to treat casualty C first, which treatment do you apply?",CHECK_ALL_VITALS,None,None,None,casualty-C,36,M,MARINE,SHRAPNEL,.25,LEFT_FOREARM,8,2,2,7
SelectTreatment,"You decide to treat casualty C first, which treatment do you apply?",CHECK_ALL_VITALS,None,None,None,casualty-C,36,M,MARINE,SHRAPNEL,.25,LEFT_FOREARM,2,2,3,2
SelectTreatment,"You decide to treat casualty C first, which treatment do you apply?",CHECK_ALL_VITALS,None,None,None,casualty-C,36,M,MARINE,SHRAPNEL,.25,LEFT_FOREARM,7,2,6,8
SelectTreatment,"You decide to treat casualty C first, which treatment do you apply?",APPLY_TREATMENT,None,PRESSURE_BANDAGE,LEFT_SIDE,casualty-C,36,M,MARINE,SHRAPNEL,.25,LEFT_FOREARM,2,2,3,2
SelectTreatment,"You decide to treat casualty C first, which treatment do you apply?",CHECK_ALL_VITALS,None,None,None,casualty-C,36,M,MARINE,SHRAPNEL,.25,LEFT_FOREARM,7,3,3,3
SelectTreatment,"You decide to treat casualty C first, which treatment do you apply?",CHECK_ALL_VITALS,None,None,None,casualty-C,36,M,MARINE,SHRAPNEL,.25,LEFT_FOREARM,4,3,3,4
SelectTreatment,"You decide to treat casualty C first, which treatment do you apply?",CHECK_ALL_VITALS,None,None,None,casualty-C,36,M,MARINE,SHRAPNEL,.25,LEFT_FOREARM,4,3,2,2
SelectTreatment,"You decide to treat casualty C first, which treatment do you apply?",APPLY_TREATMENT,None,PRESSURE_BANDAGE,LEFT_SIDE,casualty-C,36,M,MARINE,SHRAPNEL,.25,LEFT_FOREARM,7,3,3,4
SelectTreatment,"You decide to treat casualty C first, which treatment do you apply?",CHECK_ALL_VITALS,None,None,None,casualty-C,36,M,MARINE,SHRAPNEL,.25,LEFT_FOREARM,8,7,8,8
SelectTreatment,"You decide to treat casualty C first, which treatment do you apply?",CHECK_ALL_VITALS,None,None,None,casualty-C,36,M,MARINE,SHRAPNEL,.25,LEFT_FOREARM,7,3,3,8
SelectTreatment,"You decide to treat casualty C first, which treatment do you apply?",CHECK_ALL_VITALS,None,None,None,casualty-C,36,M,MARINE,SHRAPNEL,.25,LEFT_FOREARM,6,3,7,7
SelectTreatment,"You decide to treat casualty C first, which treatment do you apply?",APPLY_TREATMENT,None,PRESSURE_BANDAGE,LEFT_SIDE,casualty-C,36,M,MARINE,SHRAPNEL,.25,LEFT_FOREARM,8,3,3,4
SelectTreatment,"You decide to treat casualty C first, which treatment do you apply?",CHECK_ALL_VITALS,None,None,None,casualty-C,36,M,MARINE,SHRAPNEL,.25,LEFT_FOREARM,8,3,2,2
SelectTreatment,"You decide to treat casualty C first, which treatment do you apply?",CHECK_ALL_VITALS,None,None,None,casualty-C,36,M,MARINE,SHRAPNEL,.25,LEFT_FOREARM,7,3,3,3
SelectTreatment,"You decide to treat casualty C first, which treatment do you apply?",CHECK_ALL_VITALS,None,None,None,casualty-C,36,M,MARINE,SHRAPNEL,.25,LEFT_FOREARM,0,2,2,2
SelectTreatment,"You decide to treat casualty C first, which treatment do you apply?",APPLY_TREATMENT,None,PRESSURE_BANDAGE,LEFT_SIDE,casualty-C,36,M,MARINE,SHRAPNEL,.25,LEFT_FOREARM,4,2,2,2
SelectTreatment,"You decide to treat casualty D first, which treatment do you apply?",CHECK_ALL_VITALS,None,None,None,casualty-D,40,M,Civilian,SHRAPNEL,.25,RIGHT_FACE,6,2,7,3
SelectTreatment,"You decide to treat casualty D first, which treatment do you apply?",CHECK_ALL_VITALS,None,None,None,casualty-D,40,M,Civilian,SHRAPNEL,.25,RIGHT_FACE,2,2,8,2
SelectTreatment,"You decide to treat casualty D first, which treatment do you apply?",CHECK_ALL_VITALS,None,None,None,casualty-D,40,M,Civilian,SHRAPNEL,.25,RIGHT_FACE,2,2,8,2
SelectTreatment,"You decide to treat casualty D first, which treatment do you apply?",APPLY_TREATMENT,None,HEMOSTATIC_GAUZE,RIGHT_FACE,casualty-D,40,M,Civilian,SHRAPNEL,.25,RIGHT_FACE,7,2,2,8
SelectTreatment,"You decide to treat casualty D first, which treatment do you apply?",CHECK_ALL_VITALS,None,None,None,casualty-D,40,M,Civilian,SHRAPNEL,.25,RIGHT_FACE,3,3,6,6
SelectTreatment,"You decide to treat casualty D first, which treatment do you apply?",CHECK_ALL_VITALS,None,None,None,casualty-D,40,M,Civilian,SHRAPNEL,.25,RIGHT_FACE,3,3,6,6
SelectTreatment,"You decide to treat casualty D first, which treatment do you apply?",CHECK_ALL_VITALS,None,None,None,casualty-D,40,M,Civilian,SHRAPNEL,.25,RIGHT_FACE,2,3,7,8
SelectTreatment,"You decide to treat casualty D first, which treatment do you apply?",APPLY_TREATMENT,None,HEMOSTATIC_GAUZE,RIGHT_FACE,casualty-D,40,M,Civilian,SHRAPNEL,.25,RIGHT_FACE,4,3,6,4
SelectTreatment,"You decide to treat casualty D first, which treatment do you apply?",CHECK_ALL_VITALS,None,None,None,casualty-D,40,M,Civilian,SHRAPNEL,.25,RIGHT_FACE,4,3,6,8
SelectTreatment,"You decide to treat casualty D first, which treatment do you apply?",CHECK_ALL_VITALS,None,None,None,casualty-D,40,M,Civilian,SHRAPNEL,.25,RIGHT_FACE,3,3,2,8
SelectTreatment,"You decide to treat casualty D first, which treatment do you apply?",CHECK_ALL_VITALS,None,None,None,casualty-D,40,M,Civilian,SHRAPNEL,.25,RIGHT_FACE,2,2,6,6
SelectTreatment,"You decide to treat casualty D first, which treatment do you apply?",APPLY_TREATMENT,None,HEMOSTATIC_GAUZE,RIGHT_FACE,casualty-D,40,M,Civilian,SHRAPNEL,.25,RIGHT_FACE,8,7,8,7
SelectTreatment,"You decide to treat casualty D first, which treatment do you apply?",CHECK_ALL_VITALS,None,None,None,casualty-D,40,M,Civilian,SHRAPNEL,.25,RIGHT_FACE,6,3,2,2
SelectTreatment,"You decide to treat casualty D first, which treatment do you apply?",CHECK_ALL_VITALS,None,None,None,casualty-D,40,M,Civilian,SHRAPNEL,.25,RIGHT_FACE,6,3,3,3
SelectTreatment,"You decide to treat casualty D first, which treatment do you apply?",CHECK_ALL_VITALS,None,None,None,casualty-D,40,M,Civilian,SHRAPNEL,.25,RIGHT_FACE,4,2,2,2
SelectTreatment,"You decide to treat casualty D first, which treatment do you apply?",APPLY_TREATMENT,None,HEMOSTATIC_GAUZE,RIGHT_FACE,casualty-D,40,M,Civilian,SHRAPNEL,.25,RIGHT_FACE,4,2,6,2
SelectTreatment,"You decide to treat casualty E first, which treatment do you apply?",CHECK_ALL_VITALS,None,None,None,casualty-E,26,M,MARINE,AMPUTATION,1,RIGHT_CALF,2,2,7,6
SelectTreatment,"You decide to treat casualty E first, which treatment do you apply?",CHECK_ALL_VITALS,None,None,None,casualty-E,26,M,MARINE,AMPUTATION,1,RIGHT_CALF,2,2,7,2
SelectTreatment,"You decide to treat casualty E first, which treatment do you apply?",APPLY_TREATMENT,None,HEMOSTATIC_GAUZE,RIGHT_CALF,casualty-E,26,M,MARINE,AMPUTATION,1,RIGHT_CALF,2,2,7,2
SelectTreatment,"You decide to treat casualty E first, which treatment do you apply?",APPLY_TREATMENT,None,TOURNIQUET,RIGHT_CALF,casualty-E,26,M,MARINE,AMPUTATION,1,RIGHT_CALF,2,2,7,8
SelectTreatment,"You decide to treat casualty E first, which treatment do you apply?",CHECK_ALL_VITALS,None,None,None,casualty-E,26,M,MARINE,AMPUTATION,1,RIGHT_CALF,2,3,7,4
SelectTreatment,"You decide to treat casualty E first, which treatment do you apply?",CHECK_ALL_VITALS,None,None,None,casualty-E,26,M,MARINE,AMPUTATION,1,RIGHT_CALF,2,3,7,4
SelectTreatment,"You decide to treat casualty E first, which treatment do you apply?",APPLY_TREATMENT,None,HEMOSTATIC_GAUZE,RIGHT_CALF,casualty-E,26,M,MARINE,AMPUTATION,1,RIGHT_CALF,2,3,7,2
SelectTreatment,"You decide to treat casualty E first, which treatment do you apply?",APPLY_TREATMENT,None,TOURNIQUET,RIGHT_CALF,casualty-E,26,M,MARINE,AMPUTATION,1,RIGHT_CALF,2,3,6,3
SelectTreatment,"You decide to treat casualty E first, which treatment do you apply?",CHECK_ALL_VITALS,None,None,None,casualty-E,26,M,MARINE,AMPUTATION,1,RIGHT_CALF,8,2,6,8
SelectTreatment,"You decide to treat casualty E first, which treatment do you apply?",CHECK_ALL_VITALS,None,None,None,casualty-E,26,M,MARINE,AMPUTATION,1,RIGHT_CALF,2,2,2,7
SelectTreatment,"You decide to treat casualty E first, which treatment do you apply?",APPLY_TREATMENT,None,HEMOSTATIC_GAUZE,RIGHT_CALF,casualty-E,26,M,MARINE,AMPUTATION,1,RIGHT_CALF,2,2,3,7
SelectTreatment,"You decide to treat casualty E first, which treatment do you apply?",APPLY_TREATMENT,None,TOURNIQUET,RIGHT_CALF,casualty-E,26,M,MARINE,AMPUTATION,1,RIGHT_CALF,2,2,8,7
SelectTreatment,"You decide to treat casualty E first, which treatment do you apply?",CHECK_ALL_VITALS,None,None,None,casualty-E,26,M,MARINE,AMPUTATION,1,RIGHT_CALF,6,3,2,2
SelectTreatment,"You decide to treat casualty E first, which treatment do you apply?",CHECK_ALL_VITALS,None,None,None,casualty-E,26,M,MARINE,AMPUTATION,1,RIGHT_CALF,6,0,3,3
SelectTreatment,"You decide to treat casualty E first, which treatment do you apply?",APPLY_TREATMENT,None,HEMOSTATIC_GAUZE,RIGHT_CALF,casualty-E,26,M,MARINE,AMPUTATION,1,RIGHT_CALF,4,2,2,2
SelectTreatment,"You decide to treat casualty E first, which treatment do you apply?",APPLY_TREATMENT,None,TOURNIQUET,RIGHT_CALF,casualty-E,26,M,MARINE,AMPUTATION,1,RIGHT_CALF,4,2,6,2
SelectTreatment,"You decide to assess casualty A, now which treatment do you apply?",CHECK_ALL_VITALS,None,None,None,casualty-A,22,M,MARINE,PUNCTURE,.5,LEFT_SIDE,6,8,4,8
SelectTreatment,"You decide to assess casualty A, now which treatment do you apply?",CHECK_ALL_VITALS,None,None,None,casualty-A,22,M,MARINE,PUNCTURE,.5,LEFT_SIDE,6,2,7,2
SelectTreatment,"You decide to assess casualty A, now which treatment do you apply?",CHECK_ALL_VITALS,None,None,None,casualty-A,22,M,MARINE,PUNCTURE,.5,LEFT_SIDE,2,2,8,2
SelectTreatment,"You decide to assess casualty A, now which treatment do you apply?",APPLY_TREATMENT,None,PRESSURE_BANDAGE,RIGHT_CALF,casualty-A,22,M,MARINE,PUNCTURE,.5,LEFT_SIDE,2,2,7,2
SelectTreatment,"You decide to assess casualty A, now which treatment do you apply?",CHECK_ALL_VITALS,None,None,None,casualty-A,22,M,MARINE,PUNCTURE,.5,LEFT_SIDE,8,7,2,8
SelectTreatment,"You decide to assess casualty A, now which treatment do you apply?",CHECK_ALL_VITALS,None,None,None,casualty-A,22,M,MARINE,PUNCTURE,.5,LEFT_SIDE,3,7,6,7
SelectTreatment,"You decide to assess casualty A, now which treatment do you apply?",CHECK_ALL_VITALS,None,None,None,casualty-A,22,M,MARINE,PUNCTURE,.5,LEFT_SIDE,3,8,7,3
SelectTreatment,"You decide to assess casualty A, now which treatment do you apply?",APPLY_TREATMENT,None,PRESSURE_BANDAGE,RIGHT_CALF,casualty-A,22,M,MARINE,PUNCTURE,.5,LEFT_SIDE,3,8,8,2
SelectTreatment,"You decide to assess casualty A, now which treatment do you apply?",CHECK_ALL_VITALS,None,None,None,casualty-A,22,M,MARINE,PUNCTURE,.5,LEFT_SIDE,8,3,2,2
SelectTreatment,"You decide to assess casualty A, now which treatment do you apply?",CHECK_ALL_VITALS,None,None,None,casualty-A,22,M,MARINE,PUNCTURE,.5,LEFT_SIDE,7,2,8,8
SelectTreatment,"You decide to assess casualty A, now which treatment do you apply?",CHECK_ALL_VITALS,None,None,None,casualty-A,22,M,MARINE,PUNCTURE,.5,LEFT_SIDE,3,2,3,4
SelectTreatment,"You decide to assess casualty A, now which treatment do you apply?",APPLY_TREATMENT,None,PRESSURE_BANDAGE,RIGHT_CALF,casualty-A,22,M,MARINE,PUNCTURE,.5,LEFT_SIDE,2,2,2,3
SelectTreatment,"You decide to assess casualty A, now which treatment do you apply?",CHECK_ALL_VITALS,None,None,None,casualty-A,22,M,MARINE,PUNCTURE,.5,LEFT_SIDE,8,8,2,8
SelectTreatment,"You decide to assess casualty A, now which treatment do you apply?",CHECK_ALL_VITALS,None,None,None,casualty-A,22,M,MARINE,PUNCTURE,.5,LEFT_SIDE,7,7,3,4
SelectTreatment,"You decide to assess casualty A, now which treatment do you apply?",CHECK_ALL_VITALS,None,None,None,casualty-A,22,M,MARINE,PUNCTURE,.5,LEFT_SIDE,2,2,4,3
SelectTreatment,"You decide to assess casualty A, now which treatment do you apply?",APPLY_TREATMENT,None,PRESSURE_BANDAGE,RIGHT_CALF,casualty-A,22,M,MARINE,PUNCTURE,.5,LEFT_SIDE,2,2,2,2
SelectTreatment,"You decide to assess casualty B, now which treatment do you apply?",CHECK_ALL_VITALS,None,None,None,casualty-B,25,M,MARINE,SHRAPNEL,.25,LEFT_SIDE,2,8,8,7
SelectTreatment,"You decide to assess casualty B, now which treatment do you apply?",CHECK_ALL_VITALS,None,None,None,casualty-B,25,M,MARINE,SHRAPNEL,.25,LEFT_SIDE,6,2,3,2
SelectTreatment,"You decide to assess casualty B, now which treatment do you apply?",CHECK_ALL_VITALS,None,None,None,casualty-B,25,M,MARINE,SHRAPNEL,.25,LEFT_SIDE,6,3,7,3
SelectTreatment,"You decide to assess casualty B, now which treatment do you apply?",APPLY_TREATMENT,None,PRESSURE_BANDAGE,LEFT_SIDE,casualty-B,25,M,MARINE,SHRAPNEL,.25,LEFT_SIDE,6,2,3,3
SelectTreatment,"You decide to assess casualty B, now which treatment do you apply?",CHECK_ALL_VITALS,None,None,None,casualty-B,25,M,MARINE,SHRAPNEL,.25,LEFT_SIDE,7,8,2,8
SelectTreatment,"You decide to assess casualty B, now which treatment do you apply?",CHECK_ALL_VITALS,None,None,None,casualty-B,25,M,MARINE,SHRAPNEL,.25,LEFT_SIDE,7,6,3,7
SelectTreatment,"You decide to assess casualty B, now which treatment do you apply?",CHECK_ALL_VITALS,None,None,None,casualty-B,25,M,MARINE,SHRAPNEL,.25,LEFT_SIDE,3,3,4,6
SelectTreatment,"You decide to assess casualty B, now which treatment do you apply?",APPLY_TREATMENT,None,PRESSURE_BANDAGE,LEFT_SIDE,casualty-B,25,M,MARINE,SHRAPNEL,.25,LEFT_SIDE,3,2,7,3
SelectTreatment,"You decide to assess casualty B, now which treatment do you apply?",CHECK_ALL_VITALS,None,None,None,casualty-B,25,M,MARINE,SHRAPNEL,.25,LEFT_SIDE,3,3,2,2
SelectTreatment,"You decide to assess casualty B, now which treatment do you apply?",CHECK_ALL_VITALS,None,None,None,casualty-B,25,M,MARINE,SHRAPNEL,.25,LEFT_SIDE,7,3,2,6
SelectTreatment,"You decide to assess casualty B, now which treatment do you apply?",CHECK_ALL_VITALS,None,None,None,casualty-B,25,M,MARINE,SHRAPNEL,.25,LEFT_SIDE,6,3,8,8
SelectTreatment,"You decide to assess casualty B, now which treatment do you apply?",APPLY_TREATMENT,None,PRESSURE_BANDAGE,LEFT_SIDE,casualty-B,25,M,MARINE,SHRAPNEL,.25,LEFT_SIDE,8,3,2,3
SelectTreatment,"You decide to assess casualty B, now which treatment do you apply?",CHECK_ALL_VITALS,None,None,None,casualty-B,25,M,MARINE,SHRAPNEL,.25,LEFT_SIDE,3,4,4,4
SelectTreatment,"You decide to assess casualty B, now which treatment do you apply?",CHECK_ALL_VITALS,None,None,None,casualty-B,25,M,MARINE,SHRAPNEL,.25,LEFT_SIDE,6,4,4,4
SelectTreatment,"You decide to assess casualty B, now which treatment do you apply?",CHECK_ALL_VITALS,None,None,None,casualty-B,25,M,MARINE,SHRAPNEL,.25,LEFT_SIDE,6,4,4,4
SelectTreatment,"You decide to assess casualty B, now which treatment do you apply?",APPLY_TREATMENT,None,PRESSURE_BANDAGE,LEFT_SIDE,casualty-B,25,M,MARINE,SHRAPNEL,.25,LEFT_SIDE,0,3,3,2
SelectTreatment,"You decide to assess casualty C, now which treatment do you apply?",CHECK_ALL_VITALS,None,None,None,casualty-C,36,M,MARINE,SHRAPNEL,.25,LEFT_FOREARM,2,8,8,8
SelectTreatment,"You decide to assess casualty C, now which treatment do you apply?",CHECK_ALL_VITALS,None,None,None,casualty-C,36,M,MARINE,SHRAPNEL,.25,LEFT_FOREARM,8,2,2,2
SelectTreatment,"You decide to assess casualty C, now which treatment do you apply?",CHECK_ALL_VITALS,None,None,None,casualty-C,36,M,MARINE,SHRAPNEL,.25,LEFT_FOREARM,7,3,2,3
SelectTreatment,"You decide to assess casualty C, now which treatment do you apply?",APPLY_TREATMENT,None,PRESSURE_BANDAGE,LEFT_FOREARM,casualty-C,36,M,MARINE,SHRAPNEL,.25,LEFT_FOREARM,7,2,4,3
SelectTreatment,"You decide to assess casualty C, now which treatment do you apply?",CHECK_ALL_VITALS,None,None,None,casualty-C,36,M,MARINE,SHRAPNEL,.25,LEFT_FOREARM,2,7,8,8
SelectTreatment,"You decide to assess casualty C, now which treatment do you apply?",CHECK_ALL_VITALS,None,None,None,casualty-C,36,M,MARINE,SHRAPNEL,.25,LEFT_FOREARM,3,6,6,7
SelectTreatment,"You decide to assess casualty C, now which treatment do you apply?",CHECK_ALL_VITALS,None,None,None,casualty-C,36,M,MARINE,SHRAPNEL,.25,LEFT_FOREARM,2,3,3,3
SelectTreatment,"You decide to assess casualty C, now which treatment do you apply?",APPLY_TREATMENT,None,PRESSURE_BANDAGE,LEFT_FOREARM,casualty-C,36,M,MARINE,SHRAPNEL,.25,LEFT_FOREARM,7,7,7,7
SelectTreatment,"You decide to assess casualty C, now which treatment do you apply?",CHECK_ALL_VITALS,None,None,None,casualty-C,36,M,MARINE,SHRAPNEL,.25,LEFT_FOREARM,2,3,2,2
SelectTreatment,"You decide to assess casualty C, now which treatment do you apply?",CHECK_ALL_VITALS,None,None,None,casualty-C,36,M,MARINE,SHRAPNEL,.25,LEFT_FOREARM,7,3,7,6
SelectTreatment,"You decide to assess casualty C, now which treatment do you apply?",CHECK_ALL_VITALS,None,None,None,casualty-C,36,M,MARINE,SHRAPNEL,.25,LEFT_FOREARM,7,3,7,6
SelectTreatment,"You decide to assess casualty C, now which treatment do you apply?",APPLY_TREATMENT,None,PRESSURE_BANDAGE,LEFT_FOREARM,casualty-C,36,M,MARINE,SHRAPNEL,.25,LEFT_FOREARM,8,3,8,8
SelectTreatment,"You decide to assess casualty C, now which treatment do you apply?",CHECK_ALL_VITALS,None,None,None,casualty-C,36,M,MARINE,SHRAPNEL,.25,LEFT_FOREARM,2,8,7,8
SelectTreatment,"You decide to assess casualty C, now which treatment do you apply?",CHECK_ALL_VITALS,None,None,None,casualty-C,36,M,MARINE,SHRAPNEL,.25,LEFT_FOREARM,6,3,0,4
SelectTreatment,"You decide to assess casualty C, now which treatment do you apply?",CHECK_ALL_VITALS,None,None,None,casualty-C,36,M,MARINE,SHRAPNEL,.25,LEFT_FOREARM,0,2,2,2
SelectTreatment,"You decide to assess casualty C, now which treatment do you apply?",APPLY_TREATMENT,None,PRESSURE_BANDAGE,LEFT_FOREARM,casualty-C,36,M,MARINE,SHRAPNEL,.25,LEFT_FOREARM,8,2,2,4
SelectTreatment,"You decide to assess casualty D, now which treatment do you apply?",CHECK_ALL_VITALS,None,None,None,casualty-D,40,M,Civilian,SHRAPNEL,.25,RIGHT_FACE,2,8,8,8
SelectTreatment,"You decide to assess casualty D, now which treatment do you apply?",CHECK_ALL_VITALS,None,None,None,casualty-D,40,M,Civilian,SHRAPNEL,.25,RIGHT_FACE,2,2,8,2
SelectTreatment,"You decide to assess casualty D, now which treatment do you apply?",CHECK_ALL_VITALS,None,None,None,casualty-D,40,M,Civilian,SHRAPNEL,.25,RIGHT_FACE,2,2,8,2
SelectTreatment,"You decide to assess casualty D, now which treatment do you apply?",APPLY_TREATMENT,None,PRESSURE_BANDAGE,RIGHT_FACE,casualty-D,40,M,Civilian,SHRAPNEL,.25,RIGHT_FACE,7,2,2,8
SelectTreatment,"You decide to assess casualty D, now which treatment do you apply?",CHECK_ALL_VITALS,None,None,None,casualty-D,40,M,Civilian,SHRAPNEL,.25,RIGHT_FACE,8,8,2,8
SelectTreatment,"You decide to assess casualty D, now which treatment do you apply?",CHECK_ALL_VITALS,None,None,None,casualty-D,40,M,Civilian,SHRAPNEL,.25,RIGHT_FACE,7,7,3,7
SelectTreatment,"You decide to assess casualty D, now which treatment do you apply?",CHECK_ALL_VITALS,None,None,None,casualty-D,40,M,Civilian,SHRAPNEL,.25,RIGHT_FACE,4,7,2,3
SelectTreatment,"You decide to assess casualty D, now which treatment do you apply?",APPLY_TREATMENT,None,PRESSURE_BANDAGE,RIGHT_FACE,casualty-D,40,M,Civilian,SHRAPNEL,.25,RIGHT_FACE,6,7,7,8
SelectTreatment,"You decide to assess casualty D, now which treatment do you apply?",CHECK_ALL_VITALS,None,None,None,casualty-D,40,M,Civilian,SHRAPNEL,.25,RIGHT_FACE,2,2,2,2
SelectTreatment,"You decide to assess casualty D, now which treatment do you apply?",CHECK_ALL_VITALS,None,None,None,casualty-D,40,M,Civilian,SHRAPNEL,.25,RIGHT_FACE,3,3,7,2
SelectTreatment,"You decide to assess casualty D, now which treatment do you apply?",CHECK_ALL_VITALS,None,None,None,casualty-D,40,M,Civilian,SHRAPNEL,.25,RIGHT_FACE,2,3,6,2
SelectTreatment,"You decide to assess casualty D, now which treatment do you apply?",APPLY_TREATMENT,None,PRESSURE_BANDAGE,RIGHT_FACE,casualty-D,40,M,Civilian,SHRAPNEL,.25,RIGHT_FACE,3,2,8,8
SelectTreatment,"You decide to assess casualty D, now which treatment do you apply?",CHECK_ALL_VITALS,None,None,None,casualty-D,40,M,Civilian,SHRAPNEL,.25,RIGHT_FACE,7,8,8,8
SelectTreatment,"You decide to assess casualty D, now which treatment do you apply?",CHECK_ALL_VITALS,None,None,None,casualty-D,40,M,Civilian,SHRAPNEL,.25,RIGHT_FACE,6,3,6,3
