new_instance,most_similar_instance
"{'DAMAGE_PER_SECOND': 125.0, 'Exhaustive Priority': False, 'MEDSIM_P_DEATH_ONE_MIN_LATER': 1.0, 'SEVEREST_SEVERITY_CHANGE': 62.5, 'SUPPLIES_REMAINING': 16.0, 'Tallying Priority': False, 'WEIGHTED_RESOURCE_SCORE': 5, 'action_name': 'TAG_CHARACTER', 'age': 72, 'avpu_rank': 0, 'directness_of_causality': None, 'disposition': 'Civilian', 'disposition_rank': 0, 'entropy': 4.7606343336883326, 'hrpmin': 'FAST', 'inj_severity_rank': 0, 'intent': None, 'mental_status_rank': 0, 'pAirwayBlocked': 0.00038939468524227025, 'pBrainInjury': 0.053234250913986446, 'pDeath': 0.8966242624469818, 'relationship_rank': 0, 'treatment_time': 0}","{'DAMAGE_PER_SECOND': 125.0, 'Exhaustive Priority': False, 'MEDSIM_P_DEATH_ONE_MIN_LATER': 1.0, 'SEVEREST_SEVERITY_CHANGE': 62.5, 'SUPPLIES_REMAINING': 16.0, 'Tallying Priority': False, 'WEIGHTED_RESOURCE_SCORE': 5, 'action_name': 'TAG_CHARACTER', 'age': 72, 'avpu_rank': 0, 'directness_of_causality': None, 'disposition': 'Civilian', 'disposition_rank': 0, 'entropy': 4.7606343336883326, 'hrpmin': 'FAST', 'inj_severity_rank': 0, 'intent': None, 'mental_status_rank': 0, 'pAirwayBlocked': 0.00038939468524227025, 'pBrainInjury': 0.053234250913986446, 'pDeath': 0.8966242624469818, 'relationship_rank': 0, 'treatment_time': 0}"
"{'DAMAGE_PER_SECOND': 63.875, 'Exhaustive Priority': False, 'MEDSIM_P_DEATH_ONE_MIN_LATER': 1.0, 'SEVEREST_SEVERITY_CHANGE': 62.5, 'SUPPLIES_REMAINING': 15.0, 'Tallying Priority': False, 'WEIGHTED_RESOURCE_SCORE': 3, 'action_name': 'APPLY_TREATMENT', 'age': 25, 'avpu_rank': 0, 'directness_of_causality': None, 'disposition': 'Civilian', 'disposition_rank': 0, 'entropy': 4.722494432188583, 'hrpmin': 'FAST', 'inj_severity_rank': 0, 'intent': None, 'mental_status_rank': 0, 'pAirwayBlocked': 0.00037790505625195166, 'pBrainInjury': 0.05341360892854174, 'pDeath': 0.8947962605768127, 'relationship_rank': 0, 'treatment': 'Pressure bandage', 'treatment_time': 10}","{'DAMAGE_PER_SECOND': 63.875, 'Exhaustive Priority': False, 'MEDSIM_P_DEATH_ONE_MIN_LATER': 1.0, 'SEVEREST_SEVERITY_CHANGE': 62.5, 'SUPPLIES_REMAINING': 15.0, 'Tallying Priority': False, 'WEIGHTED_RESOURCE_SCORE': 3, 'action_name': 'APPLY_TREATMENT', 'age': 25, 'avpu_rank': 0, 'directness_of_causality': None, 'disposition': 'Civilian', 'disposition_rank': 0, 'entropy': 4.722494432188583, 'hrpmin': 'FAST', 'inj_severity_rank': 0, 'intent': None, 'mental_status_rank': 0, 'pAirwayBlocked': 0.00037790505625195166, 'pBrainInjury': 0.05341360892854174, 'pDeath': 0.8947962605768127, 'relationship_rank': 0, 'treatment': 'Pressure bandage', 'treatment_time': 10}"
"{'DAMAGE_PER_SECOND': 125.0, 'Exhaustive Priority': False, 'MEDSIM_P_DEATH_ONE_MIN_LATER': 1.0, 'SEVEREST_SEVERITY_CHANGE': 62.5, 'SUPPLIES_REMAINING': 16.0, 'Tallying Priority': False, 'WEIGHTED_RESOURCE_SCORE': 5, 'action_name': 'TAG_CHARACTER', 'age': 25, 'avpu_rank': 0, 'directness_of_causality': None, 'disposition': 'Civilian', 'disposition_rank': 0, 'entropy': 4.722494432188584, 'hrpmin': 'FAST', 'inj_severity_rank': 0, 'intent': None, 'mental_status_rank': 0, 'pAirwayBlocked': 0.0003779050562519517, 'pBrainInjury': 0.05341360892854173, 'pDeath': 0.8947962605768127, 'relationship_rank': 0, 'treatment_time': 120}","{'DAMAGE_PER_SECOND': 125.0, 'Exhaustive Priority': False, 'MEDSIM_P_DEATH_ONE_MIN_LATER': 1.0, 'SEVEREST_SEVERITY_CHANGE': 62.5, 'SUPPLIES_REMAINING': 16.0, 'Tallying Priority': False, 'WEIGHTED_RESOURCE_SCORE': 5, 'action_name': 'TAG_CHARACTER', 'age': 25, 'avpu_rank': 0, 'directness_of_causality': None, 'disposition': 'Civilian', 'disposition_rank': 0, 'entropy': 4.722494432188584, 'hrpmin': 'FAST', 'inj_severity_rank': 0, 'intent': None, 'mental_status_rank': 0, 'pAirwayBlocked': 0.0003779050562519517, 'pBrainInjury': 0.05341360892854173, 'pDeath': 0.8947962605768127, 'relationship_rank': 0, 'treatment_time': 120}"
"{'DAMAGE_PER_SECOND': 125.0, 'Exhaustive Priority': False, 'MEDSIM_P_DEATH_ONE_MIN_LATER': 1.0, 'SEVEREST_SEVERITY_CHANGE': 62.5, 'SUPPLIES_REMAINING': 16.0, 'Tallying Priority': False, 'WEIGHTED_RESOURCE_SCORE': 5, 'action_name': 'TAG_CHARACTER', 'age': 72, 'avpu_rank': 0, 'directness_of_causality': None, 'disposition': 'Civilian', 'disposition_rank': 0, 'entropy': 4.760634333688332, 'hrpmin': 'FAST', 'inj_severity_rank': 0, 'intent': None, 'mental_status_rank': 0, 'pAirwayBlocked': 0.00038939468524227036, 'pBrainInjury': 0.053234250913986446, 'pDeath': 0.8966242624469818, 'relationship_rank': 0, 'treatment_time': 0}","{'DAMAGE_PER_SECOND': 125.0, 'Exhaustive Priority': False, 'MEDSIM_P_DEATH_ONE_MIN_LATER': 1.0, 'SEVEREST_SEVERITY_CHANGE': 62.5, 'SUPPLIES_REMAINING': 16.0, 'Tallying Priority': False, 'WEIGHTED_RESOURCE_SCORE': 5, 'action_name': 'TAG_CHARACTER', 'age': 72, 'avpu_rank': 0, 'directness_of_causality': None, 'disposition': 'Civilian', 'disposition_rank': 0, 'entropy': 4.760634333688332, 'hrpmin': 'FAST', 'inj_severity_rank': 0, 'intent': None, 'mental_status_rank': 0, 'pAirwayBlocked': 0.00038939468524227036, 'pBrainInjury': 0.053234250913986446, 'pDeath': 0.8966242624469818, 'relationship_rank': 0, 'treatment_time': 0}"
"{'DAMAGE_PER_SECOND': 125.0, 'Exhaustive Priority': False, 'MEDSIM_P_DEATH_ONE_MIN_LATER': 1.0, 'SEVEREST_SEVERITY_CHANGE': 62.5, 'SUPPLIES_REMAINING': 16.0, 'Tallying Priority': False, 'WEIGHTED_RESOURCE_SCORE': 5, 'action_name': 'MOVE_TO_EVAC', 'age': 72, 'avpu_rank': 0, 'directness_of_causality': None, 'disposition': 'Civilian', 'disposition_rank': 0, 'entropy': 4.760634333688332, 'hrpmin': 'FAST', 'inj_severity_rank': 0, 'intent': None, 'mental_status_rank': 0, 'pAirwayBlocked': 0.00038939468524227015, 'pBrainInjury': 0.053234250913986446, 'pDeath': 0.8966242624469819, 'relationship_rank': 0, 'treatment_time': 10}","{'DAMAGE_PER_SECOND': 125.0, 'Exhaustive Priority': False, 'MEDSIM_P_DEATH_ONE_MIN_LATER': 1.0, 'SEVEREST_SEVERITY_CHANGE': 62.5, 'SUPPLIES_REMAINING': 16.0, 'Tallying Priority': False, 'WEIGHTED_RESOURCE_SCORE': 5, 'action_name': 'MOVE_TO_EVAC', 'age': 72, 'avpu_rank': 0, 'directness_of_causality': None, 'disposition': 'Civilian', 'disposition_rank': 0, 'entropy': 4.760634333688332, 'hrpmin': 'FAST', 'inj_severity_rank': 0, 'intent': None, 'mental_status_rank': 0, 'pAirwayBlocked': 0.00038939468524227015, 'pBrainInjury': 0.053234250913986446, 'pDeath': 0.8966242624469819, 'relationship_rank': 0, 'treatment_time': 10}"
"{'DAMAGE_PER_SECOND': 90.75, 'Exhaustive Priority': False, 'MEDSIM_P_DEATH_ONE_MIN_LATER': 1.0, 'SEVEREST_SEVERITY_CHANGE': 72.0, 'SUPPLIES_REMAINING': 15.0, 'Tallying Priority': False, 'WEIGHTED_RESOURCE_SCORE': 3, 'action_name': 'APPLY_TREATMENT', 'age': 34, 'avpu_rank': 1, 'directness_of_causality': None, 'disposition': 'Military Adversary', 'disposition_rank': 0, 'entropy': 4.760634333688332, 'hrpmin': 'FAST', 'inj_severity_rank': 1, 'intent': None, 'mental_status_rank': 0, 'pAirwayBlocked': 0.0003893946852422703, 'pBrainInjury': 0.05323425091398645, 'pDeath': 0.8966242624469818, 'relationship_rank': 0, 'treatment': 'Hemostatic gauze', 'treatment_time': 0}","{'DAMAGE_PER_SECOND': 90.75, 'Exhaustive Priority': False, 'MEDSIM_P_DEATH_ONE_MIN_LATER': 1.0, 'SEVEREST_SEVERITY_CHANGE': 72.0, 'SUPPLIES_REMAINING': 15.0, 'Tallying Priority': False, 'WEIGHTED_RESOURCE_SCORE': 3, 'action_name': 'APPLY_TREATMENT', 'age': 34, 'avpu_rank': 1, 'directness_of_causality': None, 'disposition': 'Military Adversary', 'disposition_rank': 0, 'entropy': 4.760634333688332, 'hrpmin': 'FAST', 'inj_severity_rank': 1, 'intent': None, 'mental_status_rank': 0, 'pAirwayBlocked': 0.0003893946852422703, 'pBrainInjury': 0.05323425091398645, 'pDeath': 0.8966242624469818, 'relationship_rank': 0, 'treatment': 'Hemostatic gauze', 'treatment_time': 0}"
"{'DAMAGE_PER_SECOND': 159.0, 'Exhaustive Priority': False, 'MEDSIM_P_DEATH_ONE_MIN_LATER': 1.0, 'SEVEREST_SEVERITY_CHANGE': 87.0, 'SUPPLIES_REMAINING': 16.0, 'Tallying Priority': False, 'WEIGHTED_RESOURCE_SCORE': 5, 'action_name': 'TAG_CHARACTER', 'age': 28, 'avpu_rank': 0, 'directness_of_causality': None, 'disposition': 'Military Adversary', 'disposition_rank': 0, 'entropy': 4.008525486959505, 'hrpmin': 'FAST', 'inj_severity_rank': 0, 'intent': None, 'mental_status_rank': 0, 'pAirwayBlocked': 0.00030256385641781877, 'pBrainInjury': 0.11684609605249612, 'pDeath': 0.9075259580070361, 'relationship_rank': 0, 'treatment_time': 0}","{'DAMAGE_PER_SECOND': 159.0, 'Exhaustive Priority': False, 'MEDSIM_P_DEATH_ONE_MIN_LATER': 1.0, 'SEVEREST_SEVERITY_CHANGE': 87.0, 'SUPPLIES_REMAINING': 16.0, 'Tallying Priority': False, 'WEIGHTED_RESOURCE_SCORE': 5, 'action_name': 'TAG_CHARACTER', 'age': 28, 'avpu_rank': 0, 'directness_of_causality': None, 'disposition': 'Military Adversary', 'disposition_rank': 0, 'entropy': 4.008525486959505, 'hrpmin': 'FAST', 'inj_severity_rank': 0, 'intent': None, 'mental_status_rank': 0, 'pAirwayBlocked': 0.00030256385641781877, 'pBrainInjury': 0.11684609605249612, 'pDeath': 0.9075259580070361, 'relationship_rank': 0, 'treatment_time': 0}"
"{'DAMAGE_PER_SECOND': 159.0, 'Exhaustive Priority': False, 'MEDSIM_P_DEATH_ONE_MIN_LATER': 1.0, 'SEVEREST_SEVERITY_CHANGE': 87.0, 'SUPPLIES_REMAINING': 16.0, 'Tallying Priority': False, 'WEIGHTED_RESOURCE_SCORE': 5, 'action_name': 'TAG_CHARACTER', 'age': 34, 'avpu_rank': 0, 'directness_of_causality': None, 'disposition': 'Military Adversary', 'disposition_rank': 0, 'entropy': 4.760634333688332, 'hrpmin': 'FAST', 'inj_severity_rank': 0, 'intent': None, 'mental_status_rank': 0, 'pAirwayBlocked': 0.00038939468524227025, 'pBrainInjury': 0.053234250913986446, 'pDeath': 0.8966242624469818, 'relationship_rank': 0, 'treatment_time': 0}","{'DAMAGE_PER_SECOND': 159.0, 'Exhaustive Priority': False, 'MEDSIM_P_DEATH_ONE_MIN_LATER': 1.0, 'SEVEREST_SEVERITY_CHANGE': 87.0, 'SUPPLIES_REMAINING': 16.0, 'Tallying Priority': False, 'WEIGHTED_RESOURCE_SCORE': 5, 'action_name': 'TAG_CHARACTER', 'age': 34, 'avpu_rank': 0, 'directness_of_causality': None, 'disposition': 'Military Adversary', 'disposition_rank': 0, 'entropy': 4.760634333688332, 'hrpmin': 'FAST', 'inj_severity_rank': 0, 'intent': None, 'mental_status_rank': 0, 'pAirwayBlocked': 0.00038939468524227025, 'pBrainInjury': 0.053234250913986446, 'pDeath': 0.8966242624469818, 'relationship_rank': 0, 'treatment_time': 0}"
"{'DAMAGE_PER_SECOND': 96.375, 'Exhaustive Priority': False, 'MEDSIM_P_DEATH_ONE_MIN_LATER': 1.0, 'SEVEREST_SEVERITY_CHANGE': 87.0, 'SUPPLIES_REMAINING': 15.0, 'Tallying Priority': False, 'WEIGHTED_RESOURCE_SCORE': 3, 'action_name': 'APPLY_TREATMENT', 'age': 28, 'avpu_rank': 0, 'directness_of_causality': None, 'disposition': 'Military Adversary', 'disposition_rank': 0, 'entropy': 4.008525486959506, 'hrpmin': 'FAST', 'inj_severity_rank': 0, 'intent': None, 'mental_status_rank': 0, 'pAirwayBlocked': 0.0003025638564178188, 'pBrainInjury': 0.11684609605249607, 'pDeath': 0.9075259580070361, 'relationship_rank': 0, 'treatment': 'Burn Dressing', 'treatment_time': 10}","{'DAMAGE_PER_SECOND': 96.375, 'Exhaustive Priority': False, 'MEDSIM_P_DEATH_ONE_MIN_LATER': 1.0, 'SEVEREST_SEVERITY_CHANGE': 87.0, 'SUPPLIES_REMAINING': 15.0, 'Tallying Priority': False, 'WEIGHTED_RESOURCE_SCORE': 3, 'action_name': 'APPLY_TREATMENT', 'age': 28, 'avpu_rank': 0, 'directness_of_causality': None, 'disposition': 'Military Adversary', 'disposition_rank': 0, 'entropy': 4.008525486959506, 'hrpmin': 'FAST', 'inj_severity_rank': 0, 'intent': None, 'mental_status_rank': 0, 'pAirwayBlocked': 0.0003025638564178188, 'pBrainInjury': 0.11684609605249607, 'pDeath': 0.9075259580070361, 'relationship_rank': 0, 'treatment': 'Burn Dressing', 'treatment_time': 10}"
"{'DAMAGE_PER_SECOND': 214.0, 'Exhaustive Priority': False, 'MEDSIM_P_DEATH_ONE_MIN_LATER': 1.0, 'SEVEREST_SEVERITY_CHANGE': 142.0, 'SUPPLIES_REMAINING': 16.0, 'Tallying Priority': False, 'WEIGHTED_RESOURCE_SCORE': 5, 'action_name': 'TAG_CHARACTER', 'age': 34, 'avpu_rank': 0, 'directness_of_causality': None, 'disposition': 'Military Adversary', 'disposition_rank': 0, 'entropy': 6.284578430687409, 'hrpmin': 'FAST', 'inj_severity_rank': 0, 'intent': None, 'mental_status_rank': 0, 'pAirwayBlocked': 0.00030518941310744293, 'pBrainInjury': 0.26568976610778455, 'pDeath': 0.6745300747461577, 'relationship_rank': 0, 'treatment_time': 0}","{'DAMAGE_PER_SECOND': 214.0, 'Exhaustive Priority': False, 'MEDSIM_P_DEATH_ONE_MIN_LATER': 1.0, 'SEVEREST_SEVERITY_CHANGE': 142.0, 'SUPPLIES_REMAINING': 16.0, 'Tallying Priority': False, 'WEIGHTED_RESOURCE_SCORE': 5, 'action_name': 'TAG_CHARACTER', 'age': 34, 'avpu_rank': 0, 'directness_of_causality': None, 'disposition': 'Military Adversary', 'disposition_rank': 0, 'entropy': 6.284578430687409, 'hrpmin': 'FAST', 'inj_severity_rank': 0, 'intent': None, 'mental_status_rank': 0, 'pAirwayBlocked': 0.00030518941310744293, 'pBrainInjury': 0.26568976610778455, 'pDeath': 0.6745300747461577, 'relationship_rank': 0, 'treatment_time': 0}"
"{'DAMAGE_PER_SECOND': 214.0, 'Exhaustive Priority': False, 'MEDSIM_P_DEATH_ONE_MIN_LATER': 1.0, 'SEVEREST_SEVERITY_CHANGE': 142.0, 'SUPPLIES_REMAINING': 16.0, 'Tallying Priority': False, 'WEIGHTED_RESOURCE_SCORE': 5, 'action_name': 'TAG_CHARACTER', 'age': 28, 'avpu_rank': 0, 'directness_of_causality': None, 'disposition': 'Military Adversary', 'disposition_rank': 0, 'entropy': 4.11656689021134, 'hrpmin': 'FAST', 'inj_severity_rank': 0, 'intent': None, 'mental_status_rank': 0, 'pAirwayBlocked': 0.0003788802537497846, 'pBrainInjury': 0.09168319902208145, 'pDeath': 0.9082043686852486, 'relationship_rank': 0, 'treatment_time': 0}","{'DAMAGE_PER_SECOND': 214.0, 'Exhaustive Priority': False, 'MEDSIM_P_DEATH_ONE_MIN_LATER': 1.0, 'SEVEREST_SEVERITY_CHANGE': 142.0, 'SUPPLIES_REMAINING': 16.0, 'Tallying Priority': False, 'WEIGHTED_RESOURCE_SCORE': 5, 'action_name': 'TAG_CHARACTER', 'age': 28, 'avpu_rank': 0, 'directness_of_causality': None, 'disposition': 'Military Adversary', 'disposition_rank': 0, 'entropy': 4.11656689021134, 'hrpmin': 'FAST', 'inj_severity_rank': 0, 'intent': None, 'mental_status_rank': 0, 'pAirwayBlocked': 0.0003788802537497846, 'pBrainInjury': 0.09168319902208145, 'pDeath': 0.9082043686852486, 'relationship_rank': 0, 'treatment_time': 0}"
"{'DAMAGE_PER_SECOND': 151.375, 'Exhaustive Priority': False, 'MEDSIM_P_DEATH_ONE_MIN_LATER': 1.0, 'SEVEREST_SEVERITY_CHANGE': 142.0, 'SUPPLIES_REMAINING': 15.0, 'Tallying Priority': False, 'WEIGHTED_RESOURCE_SCORE': 3, 'action_name': 'APPLY_TREATMENT', 'age': 34, 'avpu_rank': 0, 'directness_of_causality': None, 'disposition': 'Military Adversary', 'disposition_rank': 0, 'entropy': 6.284578430687409, 'hrpmin': 'FAST', 'inj_severity_rank': 0, 'intent': None, 'mental_status_rank': 0, 'pAirwayBlocked': 0.000305189413107443, 'pBrainInjury': 0.26568976610778455, 'pDeath': 0.6745300747461576, 'relationship_rank': 0, 'treatment': 'Burn Dressing', 'treatment_time': 10}","{'DAMAGE_PER_SECOND': 151.375, 'Exhaustive Priority': False, 'MEDSIM_P_DEATH_ONE_MIN_LATER': 1.0, 'SEVEREST_SEVERITY_CHANGE': 142.0, 'SUPPLIES_REMAINING': 15.0, 'Tallying Priority': False, 'WEIGHTED_RESOURCE_SCORE': 3, 'action_name': 'APPLY_TREATMENT', 'age': 34, 'avpu_rank': 0, 'directness_of_causality': None, 'disposition': 'Military Adversary', 'disposition_rank': 0, 'entropy': 6.284578430687409, 'hrpmin': 'FAST', 'inj_severity_rank': 0, 'intent': None, 'mental_status_rank': 0, 'pAirwayBlocked': 0.000305189413107443, 'pBrainInjury': 0.26568976610778455, 'pDeath': 0.6745300747461576, 'relationship_rank': 0, 'treatment': 'Burn Dressing', 'treatment_time': 10}"
"{'DAMAGE_PER_SECOND': 214.0, 'Exhaustive Priority': False, 'MEDSIM_P_DEATH_ONE_MIN_LATER': 1.0, 'SEVEREST_SEVERITY_CHANGE': 142.0, 'SUPPLIES_REMAINING': 16.0, 'Tallying Priority': False, 'WEIGHTED_RESOURCE_SCORE': 5, 'action_name': 'TAG_CHARACTER', 'age': 34, 'avpu_rank': 0, 'directness_of_causality': None, 'disposition': 'Military Adversary', 'disposition_rank': 0, 'entropy': 6.284578430687409, 'hrpmin': 'FAST', 'inj_severity_rank': 0, 'intent': None, 'mental_status_rank': 0, 'pAirwayBlocked': 0.000305189413107443, 'pBrainInjury': 0.26568976610778455, 'pDeath': 0.6745300747461576, 'relationship_rank': 0, 'treatment_time': 40}","{'DAMAGE_PER_SECOND': 214.0, 'Exhaustive Priority': False, 'MEDSIM_P_DEATH_ONE_MIN_LATER': 1.0, 'SEVEREST_SEVERITY_CHANGE': 142.0, 'SUPPLIES_REMAINING': 16.0, 'Tallying Priority': False, 'WEIGHTED_RESOURCE_SCORE': 5, 'action_name': 'TAG_CHARACTER', 'age': 34, 'avpu_rank': 0, 'directness_of_causality': None, 'disposition': 'Military Adversary', 'disposition_rank': 0, 'entropy': 6.284578430687409, 'hrpmin': 'FAST', 'inj_severity_rank': 0, 'intent': None, 'mental_status_rank': 0, 'pAirwayBlocked': 0.000305189413107443, 'pBrainInjury': 0.26568976610778455, 'pDeath': 0.6745300747461576, 'relationship_rank': 0, 'treatment_time': 40}"
"{'DAMAGE_PER_SECOND': 214.0, 'Exhaustive Priority': False, 'MEDSIM_P_DEATH_ONE_MIN_LATER': 1.0, 'SEVEREST_SEVERITY_CHANGE': 142.0, 'SUPPLIES_REMAINING': 16.0, 'Tallying Priority': False, 'WEIGHTED_RESOURCE_SCORE': 5, 'action_name': 'TAG_CHARACTER', 'age': 28, 'avpu_rank': 0, 'directness_of_causality': None, 'disposition': 'Military Adversary', 'disposition_rank': 0, 'entropy': 4.11656689021134, 'hrpmin': 'FAST', 'inj_severity_rank': 0, 'intent': None, 'mental_status_rank': 0, 'pAirwayBlocked': 0.0003788802537497846, 'pBrainInjury': 0.09168319902208144, 'pDeath': 0.9082043686852486, 'relationship_rank': 0, 'treatment_time': 0}","{'DAMAGE_PER_SECOND': 214.0, 'Exhaustive Priority': False, 'MEDSIM_P_DEATH_ONE_MIN_LATER': 1.0, 'SEVEREST_SEVERITY_CHANGE': 142.0, 'SUPPLIES_REMAINING': 16.0, 'Tallying Priority': False, 'WEIGHTED_RESOURCE_SCORE': 5, 'action_name': 'TAG_CHARACTER', 'age': 28, 'avpu_rank': 0, 'directness_of_causality': None, 'disposition': 'Military Adversary', 'disposition_rank': 0, 'entropy': 4.11656689021134, 'hrpmin': 'FAST', 'inj_severity_rank': 0, 'intent': None, 'mental_status_rank': 0, 'pAirwayBlocked': 0.0003788802537497846, 'pBrainInjury': 0.09168319902208144, 'pDeath': 0.9082043686852486, 'relationship_rank': 0, 'treatment_time': 0}"
"{'DAMAGE_PER_SECOND': 157.0, 'Exhaustive Priority': False, 'MEDSIM_P_DEATH_ONE_MIN_LATER': 1.0, 'SEVEREST_SEVERITY_CHANGE': 142.0, 'SUPPLIES_REMAINING': 15.0, 'Tallying Priority': False, 'WEIGHTED_RESOURCE_SCORE': 4, 'action_name': 'APPLY_TREATMENT', 'age': 34, 'avpu_rank': 0, 'directness_of_causality': None, 'disposition': 'Military Adversary', 'disposition_rank': 0, 'entropy': 6.284578430687409, 'hrpmin': 'FAST', 'inj_severity_rank': 0, 'intent': None, 'mental_status_rank': 0, 'pAirwayBlocked': 0.000305189413107443, 'pBrainInjury': 0.2656897661077846, 'pDeath': 0.6745300747461576, 'relationship_rank': 0, 'treatment': 'Fentanyl Lollipop', 'treatment_time': 50}","{'DAMAGE_PER_SECOND': 157.0, 'Exhaustive Priority': False, 'MEDSIM_P_DEATH_ONE_MIN_LATER': 1.0, 'SEVEREST_SEVERITY_CHANGE': 142.0, 'SUPPLIES_REMAINING': 15.0, 'Tallying Priority': False, 'WEIGHTED_RESOURCE_SCORE': 4, 'action_name': 'APPLY_TREATMENT', 'age': 34, 'avpu_rank': 0, 'directness_of_causality': None, 'disposition': 'Military Adversary', 'disposition_rank': 0, 'entropy': 6.284578430687409, 'hrpmin': 'FAST', 'inj_severity_rank': 0, 'intent': None, 'mental_status_rank': 0, 'pAirwayBlocked': 0.000305189413107443, 'pBrainInjury': 0.2656897661077846, 'pDeath': 0.6745300747461576, 'relationship_rank': 0, 'treatment': 'Fentanyl Lollipop', 'treatment_time': 50}"
